movie_id,genres,keywords,overview,tagline,title_x,crew,cast
73937,['Comedy'],"['helicopter', 'based', 'on', 'novel', 'honeymoon', 'airplane', 'birding', 'birdwatching', 'duringcreditsstinger']","['Three', 'fanatical', 'bird-watchers', 'spend', 'an', 'entire', 'year', 'competing', 'to', 'spot', 'the', 'highest', 'number', 'of', 'species', 'as', 'El', 'Nino', 'sends', 'an', 'extraordinary', 'variety', 'of', 'rare', 'breeds', 'flying', 'up', 'into', 'the', 'U.S.,', 'but', 'they', 'quickly', 'discover', 'that', 'there', 'are', 'more', 'important', 'things', 'than', 'coming', 'out', 'on', 'top', 'of', 'the', 'competition']","['Everyone', 'is', 'searching', 'for', 'something.']",The Big Year,"['CurtisHanson', 'DavidFrankel', 'KarenRosenfelt', 'StuartCornfeld']","['OwenWilson', 'SteveMartin', 'JackBlack', 'RashidaJones', 'JimParsons', 'AnjelicaHuston', 'TimBlakeNelson', 'KevinPollak', 'RosamundPike', 'JoelMcHale', 'DianneWiest', 'AnthonyAnderson', 'BrianDennehy', 'JuneSquibb', 'ZahfParoo', 'StaceyScowley', 'MichaelKarlRichards', 'PaulCampbell']"
1885,['Drama'],"['flat', 'taskmaster', 'karate', 'egg', 'kids', 'and', 'family', 'motorcycle']","['Hassled', 'by', 'the', 'school', 'bullies,', 'Daniel', 'LaRusso', 'has', 'his', 'share', 'of', 'adolescent', 'woes.', 'Luckily,', 'his', 'apartment', 'building', 'houses', 'a', 'resident', 'martial', 'arts', 'master:', 'Kesuke', 'Miyagi,', 'who', 'agrees', 'to', 'train', 'Daniel', '...', 'and', 'ends', 'up', 'teaching', 'him', 'much', 'more', 'than', 'self-defense.', 'Armed', 'with', 'newfound', 'confidence,', 'skill', 'and', 'wisdom,', 'Daniel', 'ultimately', 'faces', 'off', 'against', 'his', 'tormentors', 'in', 'this', 'hugely', 'popular', 'classic', 'underdog', 'tale.']","['Only', 'the', ""'Old"", ""One'"", 'could', 'teach', 'him', 'the', 'secrets', 'of', 'the', 'masters.']",The Karate Kid,"['JerryWeintraub', 'JohnG.Avildsen']","['RalphMacchio', 'PatMorita', 'WilliamZabka', 'MartinKove', 'ChadMcQueen', 'RandeeHeller', 'ElisabethShue', 'RonThomas', 'RobGarrison', 'ScottStrader']"
168672,"['Drama', 'Crime']","['con', 'artist', 'scam', 'mobster', 'fbi', 'agent']","['A', 'con', 'man,', 'Irving', 'Rosenfeld,', 'along', 'with', 'his', 'seductive', 'partner', 'Sydney', 'Prosser,', 'is', 'forced', 'to', 'work', 'for', 'a', 'wild', 'FBI', 'agent,', 'Richie', 'DiMaso,', 'who', 'pushes', 'them', 'into', 'a', 'world', 'of', 'Jersey', 'powerbrokers', 'and', 'mafia.']","['Everyone', 'Hustles', 'To', 'Survive']",American Hustle,"['CharlesRoven', 'JonathanGordon', 'DavidO.Russell', 'RichardSuckle', 'MeganEllison']","['ChristianBale', 'BradleyCooper', 'AmyAdams', 'JeremyRenner', 'JenniferLawrence', 'LouisC.K.', 'JackHuston', 'MichaelPeña', 'SheaWhigham', 'AlessandroNivola', 'ElisabethRöhm', 'PaulHerman', 'SaïdTaghmaoui', 'MatthewRussell', 'ThomasMatthews', 'AdrianMartinez', 'AnthonyZerbe', 'ColleenCamp', 'SteveGagliastro', 'ChristopherTarjan', 'ZachariahSupka', 'ChristyScottCashman', 'SimonHamlin', 'MartieBarylick', 'DawnOlivieri', 'EricaMcDermott', 'DickyEklundJr.', 'RobertDeNiro', 'JohnFranchi', 'DannyCorbo', 'SonnyCorbo']"
18240,"['Comedy', 'Romance', 'Drama']","['fictitious', 'marriage', 'deportation', 'immigration', 'law', 'romantic', 'comedy', 'alaska', 'naked', 'scene', 'co-worker', 'humiliation', 'book', 'editor', 'fake', 'boyfriend', 'duringcreditsstinger', 'woman', 'director', 'pretend', 'relationship']","['When', 'she', 'learns', ""she's"", 'in', 'danger', 'of', 'losing', 'her', 'visa', 'status', 'and', 'being', 'deported,', 'overbearing', 'book', 'editor', 'Margaret', 'Tate', 'forces', 'her', 'put-upon', 'assistant,', 'Andrew', 'Paxton,', 'to', 'marry', 'her.']","['Here', 'comes', 'the', 'bribe...']",The Proposal,"['AnneFletcher', 'DavidHoberman', 'ToddLieberman']","['SandraBullock', 'RyanReynolds', 'MarySteenburgen', 'CraigT.Nelson', 'BettyWhite', ""DenisO'Hare"", 'MalinÅkerman', 'OscarNunez', 'AasifMandvi', 'MichaelNouri', 'MichaelMosley', 'DalePlace', 'KateLacey', 'KortneyAdams', 'ChrisWhitney', 'JerrellLeeWesley', 'GreggEdelman', 'MaryLindaRapelye', 'AnneFletcher', 'AliciaHunt', 'AlexisGarcia', 'PhyllisKay', 'GeneFleming', 'B.Johnson', 'JodieBrunelle', 'ChemiChe-Mponda', 'JohnFranchi', 'CindiAlex', 'EllenBecker-Gray', 'RaymondMichaelBell', 'BrianBradbury', 'JohnJ.Burke', 'DesireeAprilConnolly', 'MelanieMcDonoughCoté', 'DianeCurran', 'EricFerraz', 'EricFerraz', 'KeithFluker', 'ShawnFogarty', 'DanGriffin', 'SophyaGudelman', 'JosephGuglielmo', 'LondonHall', 'PatrickMelHayes', 'FrankieImbergamo', 'HaythamKandil', 'DanMarshall', 'RobertMasiello', 'BenL.Mitchell', 'RonMurphy', 'NiecyNash', 'ThomasOlson', 'NikkiPreston', 'CoryRasmussen', 'DonnaGleeReim', 'AnnieRohling', 'DarrenRoss', 'EricRyan', 'CoryScott', 'RichSkinner', 'YlianAlfaroSnyder', 'VyvianB.Stevens', 'JessicaJ.Stowes', 'Stream', 'DavidStruffolino', 'Uzimann', 'LarryVigus', 'G.A.West', 'AndrewC.Wiley', 'DarrylWooten', 'AdamZalt']"
10398,"['Crime', 'Drama', 'Mystery', 'Thriller']","['prison', 'sailboat', 'sailing', 'trip', 'new', 'orleans', ""women's"", 'prison', 'probation', 'murder', 'hunt']","['A', 'woman', 'framed', 'for', 'her', ""husband's"", 'murder', 'suspects', 'he', 'is', 'still', 'alive;', 'as', 'she', 'has', 'already', 'been', 'tried', 'for', 'the', 'crime,', 'she', ""can't"", 'be', 're-prosecuted', 'if', 'she', 'finds', 'and', 'kills', 'him.']","['Murder', ""isn't"", 'always', 'a', 'crime.']",Double Jeopardy,"['BruceBeresford', 'LeonardGoldberg']","['TommyLeeJones', 'AshleyJudd', 'BruceGreenwood', 'AnnabethGish', 'BenjaminWeir', 'JayBrazeau', 'JohnMaclaren', 'TracyVilar']"
165,"['Adventure', 'Comedy', 'Family', 'ScienceFiction']","['skateboarding', 'flying', 'car', 'car', 'race', 'delorean', 'lightning', 'almanac', 'inventor', 'time', 'travel', 'sequel', 'diner', 'alternate', 'history', 'teenager', 'electric', 'guitar', 'walking', 'cane', 'high', 'school', 'dance', 'hoverboard', 'video', 'phone']","['Marty', 'and', 'Doc', 'are', 'at', 'it', 'again', 'in', 'this', 'wacky', 'sequel', 'to', 'the', '1985', 'blockbuster', 'as', 'the', 'time-traveling', 'duo', 'head', 'to', '2015', 'to', 'nip', 'some', 'McFly', 'family', 'woes', 'in', 'the', 'bud.', 'But', 'things', 'go', 'awry', 'thanks', 'to', 'bully', 'Biff', 'Tannen', 'and', 'a', 'pesky', 'sports', 'almanac.', 'In', 'a', 'last-ditch', 'attempt', 'to', 'set', 'things', 'straight,', 'Marty', 'finds', 'himself', 'bound', 'for', '1955', 'and', 'face', 'to', 'face', 'with', 'his', 'teenage', 'parents', '--', 'again.']","['Roads?', 'Where', ""we're"", 'going,', 'we', ""don't"", 'need', 'roads!']",Back to the Future Part II,"['RobertZemeckis', 'BobGale', 'NeilCanton']","['MichaelJ.Fox', 'ChristopherLloyd', 'LeaThompson', 'ElisabethShue', 'JamesTolkan', 'JeffreyWeissman', 'CaseySiemaszko', 'BillyZane', 'DarleneVogel', 'ElijahWood', 'JasonScottLee', 'RickyDeanLogan', 'CharlesFleischer', 'J.J.Cohen', 'Flea', 'JoeFlaherty', 'NeilRoss', 'AlWhite', 'ThomasF.Wilson', 'E.CasanovaEvans', 'JayKoch', 'CharlesGherardi', 'JohnThornton', 'TheoSchwartz', 'LindseyWhitneyBarry', 'JudyOvitz', 'StephanieWilliams', 'MartyLevy', 'JimIshida', 'NikkiBirdsong', 'JuniorFann', 'ShaunHunter', 'GeorgeBuckFlower', 'TamaraCarrera', 'TracyDali', 'JenniferBrown', 'IrinaCashen', 'AngelaGreenblatt', 'CameronMoore', 'JustinMosleySpink', 'LisaFreeman', 'JohnErwin', 'HarryWaters,Jr.', 'DavidHaroldBrown', 'TommyThomas', 'LloydL.Tolbert', ""Granville'Danny'Young"", 'WesleyMann', 'Freddie', 'CrispinGlover', 'ToddBlood', 'SeanMichaelFish', 'DonaldFullilove', 'AnnetteMay', 'MaryEllenTrainor']"
240832,"['Action', 'ScienceFiction']","['artificial', 'intelligence', 'telepathy', 'intelligence', 'drug', 'mule', 'telekinesis', 'futuristic', 'drug', 'superpower', 'tough', 'girl', 'imax', 'surgery', 'brain', 'capacity', 'synthetic', 'drug', 'human', 'brain']","['A', 'woman,', 'accidentally', 'caught', 'in', 'a', 'dark', 'deal,', 'turns', 'the', 'tables', 'on', 'her', 'captors', 'and', 'transforms', 'into', 'a', 'merciless', 'warrior', 'evolved', 'beyond', 'human', 'logic.']","['The', 'average', 'person', 'uses', '10%', 'of', 'their', 'brain', 'capacity.', 'Imagine', 'what', 'she', 'could', 'do', 'with', '100%.']",Lucy,"['LucBesson', 'VirginieBesson-Silla']","['ScarlettJohansson', 'MorganFreeman', 'ChoiMin-sik', 'AmrWaked', 'JulianRhind-Tutt', 'PilouAsbæk', 'AnaleighTipton', 'NicolasPhongpheth', 'JanOliverSchroeder', 'LucaAngeletti', 'PaulLefèvre', 'PierrePoirot', 'PierreGrammont', 'BertrandQuoniam', 'LoïcBrabant', 'PascalLoison', 'PierreGérard', 'IsabelleCagnat', 'FrédéricChau', 'ClaireTran', 'FrançoisLegrand', 'BobMartet', 'CédricChevalme', 'AlexisRangheard', 'TonioDescanvelle', 'JulienPersonnaz', 'ChristopheLavalle', 'RenaudCestre', 'ThibaultSegouin', 'MatthewBravais', 'ClaireZaniolo', 'AlessandroGiallocosta', 'WolfgangPissors', 'SifanShao', 'PaulChan', 'SeoChong-Ju', 'ShinChang-Soo', 'ChouChung-Wei', 'HuanJhih-Cyuan', 'I.Cheng-Sheng', 'FrankMa', 'TsengSheng-En', 'LiuHsieh-Min', 'SandraAbouav', 'AbelAboualiten', 'SamuelChurin', 'KenLin', 'MasonLee', 'FengHsing', 'Hao-HsiangHsu', ""LauraD'Arista"", 'EunyulHong', 'MohammadAslamAnsari', 'KevinDust', 'DiegoLlano', 'TimothyReevis', 'JayssonReyesDeLaCruz', 'GermanTintayaMamani', 'KannetiSaweHan']"
216015,"['Drama', 'Romance', 'Thriller']","['based', 'on', 'novel', 'perversion', 'spanking', 'billionaire', 'bdsm', 'woman', 'director']","['When', 'college', 'senior', 'Anastasia', 'Steele', 'steps', 'in', 'for', 'her', 'sick', 'roommate', 'to', 'interview', 'prominent', 'businessman', 'Christian', 'Grey', 'for', 'their', 'campus', 'paper,', 'little', 'does', 'she', 'realize', 'the', 'path', 'her', 'life', 'will', 'take.', 'Christian,', 'as', 'enigmatic', 'as', 'he', 'is', 'rich', 'and', 'powerful,', 'finds', 'himself', 'strangely', 'drawn', 'to', 'Ana,', 'and', 'she', 'to', 'him.', 'Though', 'sexually', 'inexperienced,', 'Ana', 'plunges', 'headlong', 'into', 'an', 'affair', '--', 'and', 'learns', 'that', ""Christian's"", 'true', 'sexual', 'proclivities', 'push', 'the', 'boundaries', 'of', 'pain', 'and', 'pleasure.']","['Are', 'you', 'curious?']",Fifty Shades of Grey,"['MichaelDeLuca', 'DanaBrunetti', 'E.L.James', 'SamTaylor-Johnson']","['DakotaJohnson', 'JamieDornan', 'JenniferEhle', 'EloiseMumford', 'VictorRasuk', 'LukeGrimes', 'MarciaGayHarden', 'RitaOra', 'MaxMartini', 'CallumKeithRennie', 'AndrewAirlie', 'DylanNeal', 'ElliatAlbrecht', 'RachelSkarsten', 'EmilyFonda', 'AnthonyKonechny', 'RajLal']"
12279,"['Action', 'Adventure', 'Comedy', 'Family', 'ScienceFiction']","['video', 'game', 'intelligence', 'liberation', 'child', 'hero', 'mission']","[""Carmen's"", 'caught', 'in', 'a', 'virtual', 'reality', 'game', 'designed', 'by', 'the', ""Kids'"", 'new', 'nemesis,', 'the', 'Toymaker.', ""It's"", 'up', 'to', 'Juni', 'to', 'save', 'his', 'sister,', 'and', 'ultimately', 'the', 'world.']","['3rd', 'Mission.', '3rd', 'Dimension.']",Spy Kids 3-D: Game Over,"['RobertRodriguez', 'RobertRodriguez', 'ElizabethAvellan']","['AntonioBanderas', 'CarlaGugino', 'AlexaPenaVega', 'DarylSabara', 'SylvesterStallone', 'SalmaHayek', 'RicardoMontalban', 'HollandTaylor', 'MikeJudge', ""MattO'Leary"", 'EmilyOsment', 'RyanPinkston', 'RobertVito', 'BobbyEdner', 'CourtneyJines', 'CheechMarin', 'DannyTrejo', 'AlanCumming', 'TonyShalhoub', 'SteveBuscemi', 'BillPaxton', 'GeorgeClooney', 'ElijahWood', 'SelenaGomez', 'EvanSabara', 'CamilleChen', 'SteveWertheimer', 'AlejandroRose-Garcia', 'LaneTurney', 'GlenPowell', 'BobFonseca', 'PeterMarquardt', 'JamesPaxton']"
1645,"['Crime', 'Drama', 'Thriller']","['ku', 'klux', 'klan', 'rape', 'mississippi', 'jurors', 'blackmail', 'attempted', 'murder', 'forgiveness', 'court', 'shooting', 'murder', 'suspense', 'lawyer', 'trial', 'courtroom', 'racial', 'tension', 'kkk', 'racial', 'issues', 'courtroom', 'drama']","['A', 'young', 'lawyer', 'defends', 'a', 'black', 'man', 'accused', 'of', 'murdering', 'two', 'men', 'who', 'raped', 'his', '10-year-old', 'daughter,', 'sparking', 'a', 'rebirth', 'of', 'the', 'KKK.']","['Experience', 'a', 'time', ""you'll"", 'never', 'forget.']",A Time to Kill,"['ArnonMilchan', 'JoelSchumacher', 'MichaelG.Nathanson', 'HuntLowry', 'JohnGrisham']","['MatthewMcConaughey', 'SandraBullock', 'SamuelL.Jackson', 'KevinSpacey', 'OliverPlatt', 'CharlesS.Dutton', 'BrendaFricker', 'DonaldSutherland', 'KieferSutherland', 'PatrickMcGoohan', 'AshleyJudd', ""Rae'VenLarrymoreKelly"", 'ToneaStewart', 'JohnDiehl', 'ChrisCooper', 'NickyKatt', 'DougHutchison', 'KurtwoodSmith', 'TimParati', 'BethGrant', 'AnthonyHeald', 'M.EmmetWalsh', 'OctaviaSpencer']"
11007,['Comedy'],"['big', 'family', 'new', 'job', 'aspiring', 'actor', 'smart', 'kid']","['The', 'Baker', 'brood', 'moves', 'to', 'Chicago', 'after', 'patriarch', 'Tom', 'gets', 'a', 'job', 'coaching', 'football', 'at', 'Northwestern', 'University,', 'forcing', 'his', 'writer', 'wife,', 'Mary,', 'and', 'the', ""couple's"", '12', 'children', 'to', 'make', 'a', 'major', 'adjustment.', 'The', 'transition', 'works', 'well', 'until', 'work', 'demands', 'pull', 'the', 'parents', 'away', 'from', 'home,', 'leaving', 'the', 'kids', 'bored', '--', 'and', 'increasingly', 'mischievous.']","['Growing', 'pains?', ""They've"", 'got', 'twelve', 'of', 'them!']",Cheaper by the Dozen,"['ShawnLevy', 'MichaelBarnathan', 'RobertSimonds', 'BenMyron']","['SteveMartin', 'BonnieHunt', 'PiperPerabo', 'TomWelling', 'HilaryDuff', 'KevinG.Schmidt', 'AlysonStoner', 'JacobSmith', 'LilianaMumy', 'MorganYork', 'ForrestLandis', 'BlakeWoodruff', 'BrentKinsman', 'BrentandShaneKinsman', 'PaulaMarshall', 'DavidKelsey', 'AshtonKutcher']"
193756,"['Action', 'Drama', 'Thriller', 'War']","['war', 'survival', 'navy', 'seal', 'military', 'dangerous', 'mission']","['Based', 'on', 'the', 'failed', 'June', '28,', '2005', 'mission', '""Operation', 'Red', 'Wing.""', 'Four', 'members', 'of', 'SEAL', 'Team', '10,', 'were', 'tasked', 'with', 'the', 'mission', 'to', 'capture', 'or', 'kill', 'notorious', 'Taliban', 'leader,', 'Ahmad', 'Shah.', 'Only', 'one', 'member', 'of', 'the', 'team', 'survived.']","['Based', 'on', 'True', 'Acts', 'of', 'Courage']",Lone Survivor,"['AkivaGoldsman', 'MarkWahlberg', 'BarrySpikings', 'RandallEmmett', 'PeterBerg', 'SarahAubrey', 'NortonHerrick', 'StephenLevinson', 'VitalyGrigoriants']","['MarkWahlberg', 'TaylorKitsch', 'EmileHirsch', 'BenFoster', 'YousufAzami', 'AliSuliman', 'EricBana', 'AlexanderLudwig', 'RichTing', 'DanBilzerian', 'JerryFerrara', 'RickVargas', 'ScottElrod', 'GregoryRockwood', 'RyanKay', 'PatrickGriffin', 'JoshBerry', 'EricSteinig', 'DavidShepard', 'JustinTade', 'SterlingJones', 'JasonRiggins', 'MatthewPage', 'JohnnyBautista', 'SammySheik', 'NicholasPatel', 'DanielArroyo', 'ZarinRahimi', 'RohanChand', 'AnthonyMcKenzie', 'BrianCall', 'IshmaelAntonio', 'SamuelCloud', ""Perparim'Peter'Bici"", 'HenryPenzi', 'RobertLoerke', 'KurtCarlson', 'DanielFulcoly', 'MichaelP.Herrmann', 'PaulCraig', 'ZabiullahMirzai', 'JohnHocker', 'RobertH.Doudell', 'HillelMichaelShamam', 'EdmundBlanchet', 'JimCusic', 'CoreyLarge']"
11287,['Comedy'],"['baseball', 'world', 'war', 'ii', 'sport', 'baseball', 'player', 'female', 'athlete', 'home', 'front', 'woman', 'director', '1940s']","['Small-town', 'sisters', 'Dottie', 'and', 'Kit', 'join', 'an', 'all-female', 'baseball', 'league', 'formed', 'after', 'World', 'War', 'II', 'brings', 'pro', 'baseball', 'to', 'a', 'standstill.', 'When', 'their', 'team', 'hits', 'the', 'road', 'with', 'its', 'drunken', 'coach,', 'the', 'siblings', 'find', 'troubles', 'and', 'triumphs', 'on', 'and', 'off', 'the', 'field.']","['To', 'achieve', 'the', 'incredible,', 'you', 'have', 'to', 'attempt', 'the', 'impossible.']",A League of Their Own,"['RobertGreenhut', 'PennyMarshall']","['TomHanks', 'GeenaDavis', 'Madonna', 'LoriPetty', 'JonLovitz', 'DavidStrathairn', 'GarryMarshall', 'BillPullman', 'MeganCavanagh', ""RosieO'Donnell"", 'TracyReiner', 'BittySchram', 'DonS.Davis', 'RenéeColeman', 'AnnCusack', 'EddieJones', 'FreddieSimpson', 'AnneRamsay', 'RobinKnight', 'PattiPelton', 'KelliSimpkins', 'NeezerTarleton', 'TéaLeoni', 'DavidL.Lander', 'JoeySlotnick', 'MarkHolton', 'JanetJones']"
259693,['Horror'],"['london', 'england', 'england', '1970s', 'spirit', 'single', 'mother', 'demon', 'paranormal', 'investigation', 'demonic', 'possession', 'valak', 'annabelle']","['Lorraine', 'and', 'Ed', 'Warren', 'travel', 'to', 'north', 'London', 'to', 'help', 'a', 'single', 'mother', 'raising', 'four', 'children', 'alone', 'in', 'a', 'house', 'plagued', 'by', 'malicious', 'spirits.']","['The', 'next', 'true', 'story', 'from', 'the', 'case', 'files', 'of', 'Ed', 'and', 'Lorraine', 'Warren']",The Conjuring 2,"['JamesWan', 'RobCowan', 'PeterSafran']","['PatrickWilson', 'VeraFarmiga', 'MadisonWolfe', ""FrancesO'Connor"", 'LaurenEsposito', 'BenjaminHaigh', 'PatrickMcAuley', 'SimonMcBurney', 'MariaDoyleKennedy', 'SimonDelaney', 'FrankaPotente', 'BobAdrian', 'SteveCoulter', 'ChrisRoyds', 'AbhiSinha', 'SterlingJerins', 'DanielWolfe', 'AnnieYoung', 'ElliotJoseph', 'CoryEnglish', 'EmilyTasker', 'KateCook', 'ShannonKook', 'ThomasHarrison', 'JenniferCollins', 'RobinAtkinDownes', 'BonnieAarons', 'JavierBotet', 'JosephBishara', 'NancyDeMars']"
37799,['Drama'],"['hacker', 'hacking', 'creator', 'frat', 'party', 'social', 'network', 'deposition', 'intellectual', 'property', 'entrepreneur', 'arrogance', 'young', 'entrepreneur', 'facebook']","['On', 'a', 'fall', 'night', 'in', '2003,', 'Harvard', 'undergrad', 'and', 'computer', 'programming', 'genius', 'Mark', 'Zuckerberg', 'sits', 'down', 'at', 'his', 'computer', 'and', 'heatedly', 'begins', 'working', 'on', 'a', 'new', 'idea.', 'In', 'a', 'fury', 'of', 'blogging', 'and', 'programming,', 'what', 'begins', 'in', 'his', 'dorm', 'room', 'as', 'a', 'small', 'site', 'among', 'friends', 'soon', 'becomes', 'a', 'global', 'social', 'network', 'and', 'a', 'revolution', 'in', 'communication.', 'A', 'mere', 'six', 'years', 'and', '500', 'million', 'friends', 'later,', 'Mark', 'Zuckerberg', 'is', 'the', 'youngest', 'billionaire', 'in', 'history...', 'but', 'for', 'this', 'entrepreneur,', 'success', 'leads', 'to', 'both', 'personal', 'and', 'legal', 'complications.']","['You', ""don't"", 'get', 'to', '500', 'million', 'friends', 'without', 'making', 'a', 'few', 'enemies.']",The Social Network,"['ScottRudin', 'MichaelDeLuca', 'DavidFincher', 'CeánChaffin', 'DanaBrunetti']","['JesseEisenberg', 'AndrewGarfield', 'JustinTimberlake', 'ArmieHammer', 'MaxMinghella', 'RooneyMara', 'BrendaSong', 'RashidaJones', 'JohnGetz', 'DavidSelby', 'DeniseGrayson', 'DouglasUrbanski', 'JosephMazzello', 'WallaceLangham', 'PatrickMapel', 'DakotaJohnson', 'MaleseJow', 'BryanBarter', 'BarryLivingston', 'ShelbyYoung', 'AbhiSinha', 'MariahBonner', 'MarkSaul', 'CedricSanders', 'IngerTudor', 'EmmaFitzpatrick', 'JohnHayden', 'JamesShanklin', 'OliverMuirhead', 'ScottLawrence', 'CaitlinGerard', 'JaredHillman', 'AdinaPorter', 'FelishaTerrell', 'AmyFerguson', 'PeterHolden', 'TrevorWright', 'DustinFitzsimons', 'ChrisGouchoe', 'TobyMeuli', 'JamesDastoli', 'RobertDastoli', 'ScottyCrowe', 'MarcellaLentz-Pope', 'RandyEvans', 'CarrieArmstrong', 'JoshPence', 'PamelaRoylance', 'BrianPalermo', 'BrettLeigh', 'CaliFredrichs', 'NancyLinari', 'AaronSorkin', 'KyleFain', 'ChristopherKhai', 'AlexReznik', 'MoniqueEdwards', 'CaymanGrant', 'DarinCooper', 'LaceyBeeman', 'CherilynWilson', 'CalebLandryJones', 'FrancoVega', 'AndrewThacher', 'NoahBaron', 'JesseHeiman', 'DavidBroyles', 'MikeBash', 'TonyCalle', 'ElliottEhlers', 'BrettA.Newton', 'NathanDeanSnyder', 'PatrickMichaelStrange', 'KristenClement', 'TatumMiranda', 'ChadDavis', 'CalvinDean', 'TonyDeSean', 'VincentRivera', 'JeffreyFeingold', 'JasonFlemyng', 'ShawnFogarty', 'CarlosFoglia', 'BryanForrest', 'JessicaFranz', 'EliJane', 'SaraMurphy', 'KandisMak', 'EricLaBarr', 'NainaMichaud', 'RileyVoelkel', 'MiriamPultro', 'TiaRobinson', 'JeffRosick', 'AlexandraRuddy', 'AdrienneRusk', 'RebeccaTilney', 'GeorginaTolentino', 'JeffMartineau']"
10184,"['Comedy', 'Romance', 'Drama']","['relationship', 'ensemble', 'cast', 'duringcreditsstinger']","['Remember', 'that', 'really', 'cute', 'guy', 'who', 'said', ""he'd"", 'call', '–', 'and', ""didn't?"", 'Maybe', 'he', 'lost', 'your', 'number.', 'Maybe', ""he's"", 'in', 'the', 'hospital.', 'Maybe', ""he's"", 'awed', 'by', 'your', 'beauty,', 'brains', 'or', 'success.', 'Or', 'maybe...', ""he's"", 'just', 'not', 'that', 'into', 'you.']","['Are', 'you', 'the', 'exception...or', 'the', 'rule?']",He's Just Not That Into You,['KenKwapis'],"['BenAffleck', 'JenniferAniston', 'DrewBarrymore', 'JenniferConnelly', 'KevinConnolly', 'BradleyCooper', 'GinniferGoodwin', 'ScarlettJohansson', 'JustinLong', 'KrisKristofferson', 'WilsonCruz', 'HedyBurress', 'SashaAlexander', 'LeonardoNam', 'BusyPhilipps', 'BrookeBloom', 'CoryHardrict', 'NatashaLeggero', ""PeterO'Meara"", 'RodKeller', 'BrandonKeener', 'ReneLopez', 'LuisGuzmán', 'JohnRossBowie', 'MikeBeaver', 'KaiLennox', 'ShaneEdelman', 'StephenJared', 'BillBrochtrup', 'JasonRoth', 'CoreyPearson', 'GoogyGress', 'AngelaShelton', 'FrancesCallier', 'MorganLily', 'TrentonRogers', 'AnnieIlonzeh', 'ZoeJarman', 'DéléOgundiran', 'JoanBlair', 'CristineRose']"
4257,['Comedy'],"['haunted', 'house', 'alien', 'life-form', 'riesen-ipod']","['Cindy', 'finds', 'out', 'the', 'house', 'she', 'lives', 'in', 'is', 'haunted', 'by', 'a', 'little', 'boy', 'and', 'goes', 'on', 'a', 'quest', 'to', 'find', 'out', 'who', 'killed', 'him', 'and', 'why.', 'Also,', 'Alien', '""Tr-iPods""', 'are', 'invading', 'the', 'world', 'and', 'she', 'has', 'to', 'uncover', 'the', 'secret', 'in', 'order', 'to', 'stop', 'them.']","['Bury', 'the', 'grudge.', 'Burn', 'the', 'village.', '', 'See', 'the', 'saw.']",Scary Movie 4,"['DavidZucker', 'CraigMazin']","['AnnaFaris', 'ReginaHall', 'CraigBierko', 'BillPullman', 'AnthonyAnderson', 'LeslieNielsen', 'CarmenElectra', ""ShaquilleO'Neal"", 'DeRayDavis', 'MichaelMadsen', 'AlexBruhanski', 'MollyShannon', 'ClorisLeachman', 'KevinHart', 'BeauMirchoff', 'CrystalLowe', 'AndrewMcNee', 'PhilMcGraw', 'ClorisLeachman', 'CharlieSheen']"
4234,"['Horror', 'Mystery']","['mask', 'metal', 'detector', 'film', 'director', 'ex-cop', 'reporter', 'slasher', 'scream', 'series', 'of', 'murders']","['A', 'murdering', 'spree', 'begins', 'to', 'happen', 'again,', 'this', 'time', 'its', 'targeted', 'toward', 'the', 'original', 'Woodsboro', 'survivors', 'and', 'those', 'associated', 'with', 'the', 'movie', 'inside', 'a', 'movie,', ""'Stab"", ""3'."", 'Sydney', 'must', 'face', 'the', 'demons', 'of', 'her', 'past', 'to', 'stop', 'the', 'killer.']","['Someone', 'has', 'taken', 'their', 'love', 'of', 'trilogies', 'one', 'step', 'too', 'far.']",Scream 3,"['CathyKonrad', 'WesCraven', 'KevinWilliamson', 'MarianneMaddalena']","['DavidArquette', 'NeveCampbell', 'CourteneyCox', 'PatrickDempsey', 'ScottFoley', 'LanceHenriksen', 'MattKeeslar', 'JennyMcCarthy', 'EmilyMortimer', 'ParkerPosey', 'DeonRichmond', 'KellyRutherford', 'LievSchreiber', 'PatrickWarburton', 'JamieKennedy', 'RogerL.Jackson', 'RichmondArquette', 'JoshPais', 'RogerCorman', 'KevinSmith', 'JasonMewes', 'HeatherMatarazzo', 'CarrieFisher']"
